index,DateTime,Lat.,Long.,Fatalities,Magnitude,Month,Hour,Fatalities_bool
374,2009-10-07 22:03:00,-13.052,166.187,0,7.7,10,22,False
375,2009-10-07 22:18:00,-12.554,166.32,0,7.8,10,22,False
376,2009-10-07 23:13:00,-13.145,166.297,0,7.4,10,23,False
377,2009-10-22 19:51:00,36.516999999999996,70.95,5,6.2,10,19,True
378,2009-11-08 19:41:00,-8.27,118.633,2,6.6,11,19,True
379,2009-11-09 10:44:00,-17.212,178.41299999999998,0,7.3,11,10,False
380,2009-12-06 21:51:00,-26.414,27.494,2,3.5,12,21,True
381,2009-12-08 03:08:00,-9.948,33.878,1,5.9,12,3,True
382,2009-12-19 23:19:00,-10.107999999999999,33.818000000000005,3,6.0,12,23,True
383,2010-01-03 22:36:00,-8.8,157.37,0,7.1,1,22,False
384,2010-01-10 00:25:00,-7.907,107.87899999999999,1,5.1,1,0,True
385,2010-01-12 21:53:00,18.442999999999998,-72.571,160000,7.0,1,21,True
386,2010-01-17 09:37:00,25.558000000000003,105.804,7,4.4,1,9,True
387,2010-01-30 21:36:00,30.268,105.66799999999999,1,5.1,1,21,True
388,2010-02-26 20:31:00,25.901999999999997,128.417,0,7.0,2,20,False
389,2010-02-27 06:34:00,-35.909,-72.733,525,8.8,2,6,True
390,2010-02-27 15:45:00,-24.872,-65.602,2,6.3,2,15,True
391,2010-03-08 02:32:00,38.873000000000005,39.981,42,6.1,3,2,True
392,2010-03-11 14:39:00,-34.259,-71.929,1,6.9,3,14,True
393,2010-04-04 22:40:00,32.259,-115.287,4,7.2,4,22,True
394,2010-04-06 22:15:00,2.36,97.132,0,7.8,4,22,False
395,2010-04-13 23:49:00,33.224000000000004,96.666,2698,6.9,4,23,True
396,2010-04-18 20:28:00,35.633,67.658,11,5.6,4,20,True
397,2010-05-09 05:59:00,3.747,96.01299999999999,0,7.2,5,5,False
398,2010-05-14 12:29:00,35.9,4.12,2,5.2,5,12,True
399,2010-05-27 17:14:00,-13.71,166.507,0,7.1,5,17,False
400,2010-06-12 19:26:00,7.848,91.919,0,7.5,6,19,False
401,2010-06-16 03:16:00,-2.171,136.549,17,7.0,6,3,True
402,2010-06-30 07:22:00,16.527,-97.76,1,6.2,6,7,True
403,2010-07-18 13:34:00,-5.939,150.572,0,7.3,7,13,False
404,2010-07-20 19:38:00,27.022,53.861000000000004,1,5.8,7,19,True
405,2010-07-23 22:08:00,6.699,123.475,0,7.3,7,22,False
406,2010-07-23 22:51:00,6.47,123.53200000000001,0,7.6,7,22,False
407,2010-07-23 23:15:00,6.792000000000001,123.28200000000001,0,7.4,7,23,False
408,2010-08-04 22:01:00,-5.768,150.776,0,7.0,8,22,False
409,2010-08-10 05:23:00,-17.561,168.028,0,7.3,8,5,False
410,2010-08-12 11:54:00,-1.26,-77.312,0,7.1,8,11,False
411,2010-08-27 19:23:00,35.49,54.47,3,5.8,8,19,True
412,2010-09-03 16:35:00,-43.53,172.12,0,7.0,9,16,False
413,2010-09-27 11:22:00,29.636999999999997,51.666000000000004,1,5.9,9,11,True
414,2010-09-29 17:11:00,-4.92,133.783,0,7.2,9,17,False
415,2010-10-10 21:44:00,33.869,72.887,1,5.2,10,21,True
416,2010-10-25 14:42:00,-3.484,100.11399999999999,408,7.7,10,14,True
417,2010-11-03 00:56:00,43.718,20.624000000000002,2,5.3,11,0,True
418,2010-12-20 18:41:00,28.491,59.117,11,6.5,12,18,True
419,2010-12-21 17:19:00,26.892,143.726,0,7.4,12,17,False
420,2010-12-25 13:16:00,-19.775,167.895,0,7.3,12,13,False
421,2011-01-01 09:56:00,-26.794,-63.07899999999999,0,7.0,1,9,False
422,2011-01-02 20:20:00,-38.354,-73.275,0,7.1,1,20,False
423,2011-01-13 16:16:00,-20.622,168.459,0,7.0,1,16,False
424,2011-01-18 20:23:00,28.732,63.928000000000004,3,7.2,1,20,True
425,2011-02-04 13:53:00,24.618000000000002,94.68,1,6.2,2,13,True
426,2011-02-21 23:51:00,-43.583,172.68,185,6.1,2,23,True
427,2011-03-09 02:45:00,38.44,142.84,0,7.3,3,2,False
428,2011-03-10 04:58:00,24.726999999999997,97.59700000000001,26,5.5,3,4,True
429,2011-03-11 05:46:00,38.297,142.372,18184,9.0,3,5,True
430,2011-03-11 06:15:00,36.281,141.111,18184,7.9,3,6,True
431,2011-03-11 06:25:00,38.106,144.553,18184,7.1,3,6,True
432,2011-03-24 13:55:00,20.686999999999998,99.822,150,6.9,3,13,True
433,2011-04-07 14:32:00,38.253,141.64,4,7.1,4,14,True
434,2011-04-11 08:16:00,37.007,140.477,4,7.1,4,8,True
435,2011-05-11 16:47:00,37.699,-1.673,9,5.1,5,16,True
436,2011-05-19 20:15:00,39.137,29.074,2,5.8,5,20,True
437,2011-06-13 02:20:00,-43.58,172.74,1,6.0,6,2,True
438,2011-06-24 03:09:00,52.008,-171.859,0,7.2,6,3,False
439,2011-06-29 23:21:00,36.064,137.735,1,4.7,6,23,True
440,2011-07-06 19:03:00,-29.311999999999998,-176.204,0,7.6,7,19,False
441,2011-07-10 00:57:00,38.04,143.287,0,7.0,7,0,False
442,2011-07-19 19:35:00,40.150999999999996,71.426,14,6.1,7,19,True
443,2011-08-20 16:55:00,-18.26,168.06900000000002,0,7.1,8,16,False
444,2011-08-20 18:19:00,-18.287,168.132,0,7.0,8,18,False
445,2011-09-03 22:55:00,-20.585,169.696,0,7.0,9,22,False
446,2011-09-05 17:55:00,2.958,97.916,10,6.6,9,17,True
447,2011-09-15 19:31:00,-21.559,-179.36900000000003,0,7.3,9,19,False
448,2011-09-18 12:40:00,27.723000000000003,88.064,111,6.9,9,12,True
449,2011-09-19 18:34:00,14.332,-90.14200000000001,3,5.8,9,18,True
450,2011-10-21 17:57:00,-28.998,-176.183,0,7.4,10,17,False
451,2011-10-23 10:41:00,38.691,43.497,604,7.1,10,10,True
452,2011-10-28 18:54:00,-14.515,-76.009,1,6.9,10,18,True
453,2011-10-29 00:43:00,27.449,88.684,2,3.5,10,0,True
454,2011-11-09 19:23:00,38.429,43.229,40,5.6,11,19,True
455,2011-12-11 01:47:00,18.038,-99.796,3,6.5,12,1,True
456,2011-12-14 05:04:00,-7.518,146.767,0,7.1,12,5,False
457,2012-01-10 18:36:00,2.452,93.209,0,7.2,1,18,False
458,2012-02-02 13:34:00,-17.766,167.13400000000001,0,7.1,2,13,False
459,2012-02-06 03:49:00,9.964,123.24600000000001,51,6.7,2,3,True
460,2012-03-14 12:05:00,35.687,140.695,1,6.0,3,12,True
461,2012-03-20 18:02:00,16.662,-98.18799999999999,2,7.4,3,18,True
462,2012-03-25 22:37:00,-35.183,-71.792,1,7.1,3,22,True
463,2012-04-11 08:38:00,2.311,93.06299999999999,10,8.6,4,8,True
464,2012-04-11 10:43:00,0.773,92.45200000000001,10,8.2,4,10,True
465,2012-04-17 03:50:00,-32.701,-71.484,2,6.7,4,3,True
466,2012-05-07 04:40:00,41.541000000000004,46.766000000000005,2,5.6,5,4,True
467,2012-05-12 23:28:00,38.611999999999995,70.354,1,5.6,5,23,True
468,2012-05-20 02:03:00,44.8,11.192,7,6.0,5,2,True
469,2012-05-22 00:00:00,42.68600000000001,23.009,1,5.6,5,0,True
470,2012-05-29 07:00:00,44.81399999999999,11.079,20,5.8,5,7,True
471,2012-06-11 05:29:00,36.082,69.316,75,5.7,6,5,True
472,2012-06-24 07:59:00,27.767,100.76799999999999,4,5.5,6,7,True
473,2012-07-20 12:11:00,32.99,119.645,1,4.9,7,12,True
474,2012-07-25 00:27:00,2.657,96.126,1,6.4,7,0,True
475,2012-08-11 12:23:00,38.321999999999996,46.888000000000005,306,6.4,8,12,True
476,2012-08-14 02:59:00,49.784,145.126,0,7.7,8,2,False
477,2012-08-18 09:41:00,-1.3430000000000002,120.103,6,6.3,8,9,True
478,2012-08-27 04:37:00,12.277999999999999,-88.52799999999999,0,7.3,8,4,False
479,2012-08-31 12:47:00,10.838,126.704,1,7.6,8,12,True
480,2012-09-05 14:42:00,10.086,-85.305,2,7.6,9,14,True
481,2012-09-07 03:19:00,27.541,103.973,81,5.6,9,3,True
482,2012-09-07 04:16:00,27.581999999999997,103.99,81,5.6,9,4,True
483,2012-09-30 16:31:00,1.916,-76.355,0,7.3,9,16,False
484,2012-10-25 23:05:00,39.855,16.044,1,5.3,10,23,True
485,2012-10-28 03:04:00,52.769,-131.92700000000002,0,7.7,10,3,False
486,2012-11-07 16:35:00,14.083,-91.916,39,7.4,11,16,True
487,2012-11-11 01:12:00,23.014,95.883,26,6.8,11,1,True
488,2012-12-05 17:08:00,33.49,59.553999999999995,8,5.6,12,17,True
489,2012-12-07 08:18:00,37.889,144.09,3,7.3,12,8,True
490,2012-12-10 16:53:00,-6.54,129.815,0,7.1,12,16,False
491,2013-01-05 08:58:00,55.238,-134.77700000000002,0,7.5,1,8,False
492,2013-01-21 22:22:00,4.961,96.083,1,5.9,1,22,True
493,2013-01-30 20:15:00,-28.180999999999997,-70.8,1,6.8,1,20,True
494,2013-02-06 01:12:00,-10.738,165.138,13,8.0,2,1,True
495,2013-02-06 01:23:00,-11.254000000000001,164.93200000000002,13,7.1,2,1,True
496,2013-02-06 01:54:00,-10.479000000000001,165.77200000000002,13,7.0,2,1,True
497,2013-02-08 15:26:00,-10.932,166.021,0,7.1,2,15,False
498,2013-03-27 02:03:00,23.84,121.135,1,6.0,3,2,True
499,2013-04-06 04:42:00,-3.5260000000000002,138.466,0,7.0,4,4,False
500,2013-04-09 11:52:00,28.5,51.591,37,6.4,4,11,True
501,2013-04-16 10:44:00,28.107,62.053000000000004,35,7.7,4,10,True
502,2013-04-19 03:05:00,46.181999999999995,150.796,0,7.2,4,3,False
503,2013-04-20 00:02:00,30.284000000000002,102.956,193,6.6,4,0,True
504,2013-04-24 09:25:00,34.516999999999996,70.207,18,5.6,4,9,True
505,2013-05-01 06:57:00,33.1,75.83800000000001,2,5.4,5,6,True
506,2013-05-11 02:08:00,26.712,57.886,1,6.1,5,2,True
507,2013-05-23 17:19:00,-23.025,-177.109,0,7.4,5,17,False
508,2013-05-24 05:44:00,54.873999999999995,153.281,0,8.3,5,5,False
509,2013-06-02 05:43:00,23.794,121.133,4,6.2,6,5,True
510,2013-07-02 07:37:00,4.698,96.68700000000001,35,6.1,7,7,True
511,2013-07-07 18:35:00,-3.923,153.92,0,7.3,7,18,False
512,2013-07-15 14:03:00,-60.868,-25.144000000000002,0,7.3,7,14,False
513,2013-07-21 23:45:00,34.499,104.243,95,5.9,7,23,True
514,2013-08-30 16:25:00,51.61,-175.361,0,7.0,8,16,False
515,2013-08-31 00:04:00,28.229,99.37,5,5.8,8,0,True
516,2013-09-07 00:13:00,14.606,-92.12100000000001,1,6.4,9,0,True
517,2013-09-24 11:29:00,26.971,65.52,825,7.7,9,11,True
518,2013-09-25 16:42:00,-15.839,-74.509,3,7.1,9,16,True
519,2013-09-28 07:34:00,27.263,65.587,22,6.8,9,7,True
520,2013-10-15 00:12:00,9.88,124.117,222,7.1,10,0,True
521,2013-10-22 05:40:00,5.103,95.971,1,5.4,10,5,True
522,2013-10-25 17:10:00,37.149,144.679,0,7.1,10,17,False
523,2013-11-17 09:04:00,-60.273999999999994,-46.401,0,7.7,11,9,False
524,2013-11-25 06:27:00,-53.945,-55.003,0,7.0,11,6,False
525,2013-11-28 13:51:00,29.32,51.31,7,5.8,11,13,True
526,2014-01-02 03:13:00,27.15,54.448,1,5.2,1,3,True
527,2014-04-01 23:46:00,-19.642,-70.817,6,8.2,4,23,True
528,2014-04-03 02:43:00,-20.518,-70.498,0,7.7,4,2,False
529,2014-04-10 23:27:00,12.514000000000001,-86.37899999999999,2,6.1,4,23,True
530,2014-04-11 07:07:00,-6.625,155.064,1,7.1,4,7,True
531,2014-04-12 20:14:00,-11.315,162.211,0,7.6,4,20,False
532,2014-04-13 12:36:00,-11.450999999999999,162.069,0,7.4,4,12,False
533,2014-04-18 14:27:00,17.397000000000002,-100.97200000000001,0,7.2,4,14,False
534,2014-04-19 13:27:00,-6.72,154.93200000000002,0,7.5,4,13,False
535,2014-05-05 11:08:00,19.656,99.67,1,6.1,5,11,True
536,2014-05-08 22:51:00,26.386999999999997,68.358,2,4.5,5,22,True
537,2014-06-23 20:53:00,51.797,178.76,0,7.9,6,20,False
538,2014-07-07 11:23:00,14.724,-92.461,5,6.9,7,11,True
539,2014-08-01 04:11:00,36.851,3.161,6,5.6,8,4,True
540,2014-08-03 08:30:00,27.189,103.40899999999999,617,6.2,8,8,True
541,2014-08-05 10:22:00,-26.971999999999998,26.709,1,5.4,8,10,True
542,2014-08-12 19:58:00,-0.018000000000000002,-78.322,4,5.1,8,19,True
543,2014-08-24 10:20:00,38.215,-122.31200000000001,1,6.0,8,10,True
544,2014-09-28 02:35:00,-13.814,-71.744,8,4.9,9,2,True
545,2014-10-07 13:49:00,23.386,100.48700000000001,1,6.0,10,13,True
546,2014-10-09 02:14:00,-32.108000000000004,-110.811,0,7.0,10,2,False
547,2014-10-14 03:51:00,12.526,-88.12299999999999,1,7.3,10,3,True
548,2014-11-01 18:57:00,-19.698,-177.794,0,7.1,11,18,False
549,2014-11-15 02:31:00,1.9280000000000002,126.54700000000001,0,7.1,11,2,False
550,2014-11-22 08:55:00,30.343000000000004,101.72,5,5.9,11,8,True
551,2014-12-06 10:20:00,23.358,100.53299999999999,1,5.6,12,10,True
552,2015-02-13 18:59:00,52.669,-31.924,0,7.1,2,18,False
553,2015-02-27 13:45:00,-7.287999999999999,122.53200000000001,0,7.0,2,13,False
554,2015-03-29 23:48:00,-4.76,152.556,0,7.5,3,23,False
555,2015-04-20 01:42:00,24.194000000000003,122.32700000000001,1,6.4,4,1,True
556,2015-04-25 06:11:00,28.147,84.708,9018,7.8,4,6,True
557,2015-05-05 01:44:00,-5.465,151.886,0,7.5,5,1,False
558,2015-05-07 07:10:00,-7.226,154.55100000000002,0,7.1,5,7,False
559,2015-05-12 07:05:00,27.837,86.07700000000001,218,7.3,5,7,True
560,2015-05-30 11:23:00,27.831,140.493,0,7.8,5,11,False
561,2015-06-04 23:15:00,5.982,116.539,18,6.0,6,23,True
562,2015-06-17 12:51:00,-35.361999999999995,-17.392,0,7.0,6,12,False
563,2015-07-03 01:07:00,37.46,78.125,3,6.4,7,1,True
564,2015-07-18 02:27:00,-10.444,165.172,0,7.0,7,2,False
565,2015-07-24 20:59:00,33.884,73.225,3,5.1,7,20,True
566,2015-07-27 21:41:00,-2.6830000000000003,138.50799999999998,1,7.0,7,21,True
567,2015-08-07 01:25:00,-2.141,28.897,1,5.8,8,1,True
568,2015-09-16 22:54:00,-31.57,-71.654,14,8.3,9,22,True
569,2015-09-16 23:18:00,-31.587,-71.431,0,7.0,9,23,False
570,2015-10-17 11:33:00,-25.467,-64.484,1,5.8,10,11,True
571,2015-10-20 21:52:00,-14.842,167.30599999999998,0,7.1,10,21,False
572,2015-10-26 09:09:00,36.525999999999996,70.362,398,7.5,10,9,True
573,2015-11-07 06:58:00,8.477,-71.365,1,5.3,11,6,True
574,2015-11-17 07:10:00,38.755,20.552,2,6.5,11,7,True
575,2015-11-22 20:38:00,8.531,-71.395,1,5.3,11,20,True
576,2015-11-23 20:41:00,17.077,-98.8,2,5.5,11,20,True
577,2015-11-24 22:45:00,-10.548,-70.904,0,7.6,11,22,False
578,2015-11-24 22:50:00,-10.048,-71.023,0,7.6,11,22,False
579,2015-12-04 22:25:00,-47.617,85.09100000000001,0,7.1,12,22,False
580,2015-12-07 07:50:00,38.258,72.767,2,7.2,12,7,True
581,2015-12-25 19:14:00,36.5,71.132,4,6.3,12,19,True
582,2016-01-03 23:05:00,24.807,93.65100000000001,11,6.7,1,23,True
583,2016-01-24 10:30:00,59.605,-153.341,0,7.1,1,10,False
584,2016-01-25 04:22:00,35.649,-3.682,1,6.3,1,4,True
585,2016-01-30 03:25:00,54.007,158.506,0,7.2,1,3,False
586,2016-02-05 19:57:00,22.939,120.59299999999999,117,6.4,2,19,True
587,2016-03-02 12:49:00,-4.908,94.275,0,7.8,3,12,False
588,2016-04-10 10:28:00,36.492,71.156,6,6.6,4,10,True
589,2016-04-13 13:55:00,23.133000000000003,94.9,2,6.9,4,13,True
590,2016-04-14 12:26:00,32.788000000000004,130.704,9,6.2,4,12,True
591,2016-04-15 16:25:00,32.793,130.749,40,7.0,4,16,True
592,2016-04-16 23:58:00,0.35200000000000004,-79.926,673,7.8,4,23,True
593,2016-04-28 19:33:00,-16.041,167.38,0,7.0,4,19,False
594,2016-05-18 16:46:00,0.498,-79.612,1,6.9,5,16,True
595,2016-05-28 09:46:00,-56.203,-26.893,0,7.2,5,9,False
596,2016-06-01 22:56:00,-2.097,100.665,1,6.6,6,22,True
597,2016-07-11 02:11:00,0.581,-79.638,2,6.3,7,2,True
598,2016-07-29 21:18:00,18.515,145.529,0,7.7,7,21,False
599,2016-08-01 04:46:00,39.958,47.975,1,5.0,8,4,True
600,2016-08-12 01:26:00,-22.495,173.111,0,7.2,8,1,False
601,2016-08-15 02:59:00,-15.657,-72.005,5,5.5,8,2,True
602,2016-08-19 07:32:00,-55.278999999999996,-31.874000000000002,0,7.4,8,7,False
603,2016-08-24 01:36:00,42.714,13.172,299,6.2,8,1,True
604,2016-08-24 10:34:00,20.919,94.579,4,6.8,8,10,True
605,2016-08-29 04:29:00,-0.040999999999999995,-17.826,0,7.1,8,4,False
606,2016-09-01 16:37:00,-37.359,179.146,0,7.0,9,16,False
607,2016-09-10 12:27:00,-1.03,31.56,23,5.9,9,12,True
608,2016-09-22 20:24:00,26.149,68.152,1,4.6,9,20,True
609,2016-09-23 16:11:00,-2.611,29.107,7,4.8,9,16,True
610,2016-09-28 16:48:00,12.446,-86.53399999999999,1,5.5,9,16,True
611,2016-10-01 08:04:00,34.949,73.631,2,5.4,10,8,True
612,2016-10-17 07:14:00,32.906,94.88,1,5.9,10,7,True
613,2016-10-26 19:18:00,42.934,13.043,3,6.1,10,19,True
614,2016-10-30 06:40:00,42.855,13.088,3,6.6,10,6,True
615,2016-11-13 11:02:00,-42.757,173.077,2,7.8,11,11,True
616,2016-11-24 18:43:00,11.96,-88.836,1,7.0,11,18,True
617,2016-11-25 14:24:00,39.238,74.047,1,6.6,11,14,True
618,2016-11-27 23:35:00,27.845,86.525,1,5.4,11,23,True
619,2016-11-29 20:09:00,51.626999999999995,16.157,8,4.3,11,20,True
620,2016-12-01 22:40:00,-15.321,-70.82300000000001,1,6.3,12,22,True
621,2016-12-06 22:03:00,5.281000000000001,96.10799999999999,104,6.5,12,22,True
622,2016-12-08 17:38:00,-10.675999999999998,161.33,1,7.8,12,17,True
623,2016-12-17 10:51:00,-4.5089999999999995,153.45,0,7.9,12,10,False
624,2016-12-19 07:11:00,0.816,-79.74,3,5.4,12,7,True
625,2016-12-25 14:22:00,-43.416000000000004,-73.88,0,7.6,12,14,False
626,2017-01-03 09:09:00,24.016,92.006,3,5.5,1,9,True
627,2017-01-06 02:33:00,28.205,53.11600000000001,4,5.3,1,2,True
628,2017-01-10 06:13:00,4.463,122.575,0,7.3,1,6,False
629,2017-01-18 10:14:00,42.601000000000006,13.241,34,5.7,1,10,True
630,2017-01-22 04:30:00,-6.2139999999999995,155.122,3,7.9,1,4,True
631,2017-02-10 14:03:00,9.907,125.45200000000001,8,6.5,2,14,True
632,2017-03-05 00:08:00,9.831,125.49600000000001,1,5.7,3,0,True
633,2017-03-13 14:19:00,17.415,96.01100000000001,2,5.1,3,14,True
634,2017-04-05 06:09:00,35.8,60.43600000000001,2,6.1,4,6,True
635,2017-04-10 23:53:00,13.753,-89.16,1,4.8,4,23,True
636,2017-05-10 21:58:00,37.659,75.253,8,5.4,5,21,True
637,2017-05-13 18:01:00,37.853,57.268,2,5.8,5,18,True
638,2017-05-25 09:55:00,-3.054,32.893,1,4.4,5,9,True
639,2017-06-12 12:28:00,38.931999999999995,26.364,1,6.3,6,12,True
640,2017-06-14 07:29:00,14.982000000000001,-91.988,5,6.9,6,7,True
641,2017-06-17 23:39:00,71.64,-52.343999999999994,4,4.2,6,23,True
642,2017-07-06 08:03:00,11.114,124.633,4,6.5,7,8,True
643,2017-07-17 23:34:00,54.466,168.822,0,7.7,7,23,False
644,2017-07-18 02:05:00,-16.402,-73.60300000000001,1,6.4,7,2,True
645,2017-07-20 22:31:00,36.923,27.415,2,6.6,7,22,True
646,2017-08-02 07:15:00,-33.209,-70.63600000000001,1,5.5,8,7,True
647,2017-08-08 13:19:00,33.193000000000005,103.855,24,6.5,8,13,True
648,2017-08-11 21:45:00,-16.298,-73.47399999999999,1,5.6,8,21,True
649,2017-08-21 18:57:00,40.78,13.945,2,4.2,8,18,True
650,2017-08-22 22:26:00,11.014000000000001,124.736,2,5.0,8,22,True
651,2017-09-08 04:49:00,15.022,-93.899,98,8.2,9,4,True
652,2017-09-19 18:14:00,18.584,-98.399,370,7.1,9,18,True
653,2017-09-23 12:53:00,16.737000000000002,-94.946,6,6.1,9,12,True
654,2017-10-31 11:50:00,-3.74,127.766,1,6.1,10,11,True
655,2017-11-12 18:18:00,34.905,45.956,630,7.3,11,18,True
656,2017-11-13 02:28:00,9.526,-84.505,3,6.5,11,2,True
657,2017-11-18 16:07:00,2.3819999999999997,128.144,1,5.9,11,16,True
658,2017-11-19 22:43:00,-21.334,168.683,0,7.0,11,22,False
659,2017-12-15 16:47:00,-7.734,108.023,4,6.5,12,16,True
660,2017-12-20 19:57:00,35.654,50.949,2,4.9,12,19,True
661,2017-12-26 21:24:00,35.692,50.9,1,4.0,12,21,True
662,2018-01-10 02:51:00,17.474,-83.51899999999999,0,7.5,1,2,False
663,2018-01-14 09:18:00,-15.776,-74.744,2,7.1,1,9,True
664,2018-01-23 06:34:00,-7.196000000000001,105.91799999999999,2,6.0,1,6,True
665,2018-01-23 09:31:00,56.04600000000001,-149.07299999999998,0,7.9,1,9,False
666,2018-01-31 07:07:00,36.543,70.816,2,6.1,1,7,True
667,2018-01-31 23:13:00,-1.756,-77.694,1,5.2,1,23,True
668,2018-02-06 15:50:00,24.174,121.65299999999999,17,6.4,2,15,True
669,2018-02-16 23:39:00,16.646,-97.65299999999999,14,7.2,2,23,True
670,2018-02-25 17:44:00,-6.149,142.766,160,7.5,2,17,True
671,2018-03-04 19:56:00,-6.307,142.62,11,6.0,3,19,True
672,2018-03-06 14:13:00,-6.294,142.607,25,6.7,3,14,True
673,2018-04-07 05:48:00,-5.841,142.49,4,6.3,4,5,True
674,2018-04-18 06:28:00,-7.246,109.62200000000001,3,4.6,4,6,True
675,2018-06-05 18:40:00,41.528999999999996,46.795,1,5.3,6,18,True
676,2018-06-12 09:35:00,1.032,-77.259,2,4.9,6,9,True
677,2018-06-17 22:58:00,34.829,135.638,4,5.5,6,22,True
678,2018-07-21 07:58:00,-0.965,100.771,1,5.2,7,7,True
679,2018-07-28 22:47:00,-8.274,116.491,20,6.4,7,22,True
680,2018-08-05 11:46:00,-8.263,116.439,513,6.9,8,11,True
681,2018-08-09 05:25:00,-8.394,116.208,6,5.9,8,5,True
682,2018-08-19 00:19:00,-18.178,-178.111,0,8.2,8,0,False
683,2018-08-19 04:10:00,-8.325,116.57700000000001,2,6.3,8,4,True
684,2018-08-19 14:56:00,-8.324,116.626,14,6.9,8,14,True
685,2018-08-21 21:31:00,10.855,-62.883,5,7.3,8,21,True
686,2018-08-24 09:04:00,-11.042,-70.817,0,7.1,8,9,False
687,2018-08-25 22:13:00,34.663000000000004,46.277,3,6.0,8,22,True
688,2018-08-29 03:51:00,-22.066,170.05,0,7.1,8,3,False
689,2018-09-05 18:07:00,42.67100000000001,141.933,41,6.6,9,18,True
690,2018-09-06 15:49:00,-18.475,179.345,0,7.9,9,15,False
691,2018-09-07 06:23:00,28.342,59.315,1,5.5,9,6,True
692,2018-09-12 04:50:00,26.374000000000002,90.165,1,5.3,9,4,True
693,2018-09-28 06:59:00,-0.401,119.771,1,6.1,9,6,True
694,2018-09-28 10:02:00,-0.256,119.846,4340,7.5,9,10,True
695,2018-10-07 00:11:00,20.041,-72.975,18,5.9,10,0,True
696,2018-10-10 18:44:00,-7.456,114.45299999999999,4,6.0,10,18,True
697,2018-10-10 20:48:00,-5.678,151.19799999999998,0,7.0,10,20,False
698,2018-11-14 23:01:00,-2.9160000000000004,119.435,7,5.6,11,23,True
699,2018-11-25 16:37:00,34.304,45.74,1,6.3,11,16,True
700,2018-11-30 17:29:00,61.346000000000004,-149.955,0,7.1,11,17,False
701,2018-12-05 04:18:00,-21.969,169.446,0,7.5,12,4,False
702,2018-12-11 02:26:00,-58.598,-26.465999999999998,0,7.1,12,2,False
703,2018-12-20 17:01:00,55.1,164.699,0,7.3,12,17,False
704,2018-12-29 03:39:00,5.974,126.82799999999999,0,7.0,12,3,False
705,2019-01-12 08:58:00,51.571999999999996,16.132,1,3.6,1,8,True
706,2019-01-20 01:32:00,-30.074,-71.423,2,6.7,1,1,True
707,2019-01-22 22:35:00,50.108000000000004,18.432000000000002,1,3.9,1,22,True
708,2019-01-26 12:32:00,2.99,-75.76899999999999,1,5.6,1,12,True
709,2019-02-22 10:17:00,-2.199,-77.023,1,7.5,2,10,True
710,2019-02-25 05:15:00,29.498,104.632,2,4.9,2,5,True
711,2019-03-01 08:50:00,-14.713,-70.155,1,7.0,3,8,True
712,2019-03-17 07:07:00,-8.418,116.521,6,5.6,3,7,True
713,2019-03-21 09:15:00,-7.877999999999999,32.085,1,5.5,3,9,True
714,2019-04-12 11:40:00,-1.8519999999999999,122.553,1,6.8,4,11,True
715,2019-04-18 05:01:00,23.989,121.693,1,6.1,4,5,True
716,2019-04-22 09:11:00,14.924000000000001,120.49700000000001,18,6.1,4,9,True
717,2019-05-06 21:19:00,-6.975,146.44899999999998,0,7.1,5,21,False
718,2019-05-14 12:58:00,-4.081,152.569,0,7.5,5,12,False
719,2019-05-26 07:41:00,-5.796,-75.298,2,8.0,5,7,True
720,2019-05-30 09:03:00,13.243,-89.272,1,6.6,5,9,True
721,2019-06-15 22:55:00,-30.805,-178.095,0,7.2,6,22,False
722,2019-06-17 14:55:00,28.405,104.95700000000001,13,5.8,6,14,True
723,2019-06-24 02:53:00,-6.388999999999999,129.22,0,7.3,6,2,False
724,2019-07-04 17:33:00,35.705,-117.506,1,6.4,7,17,True
725,2019-07-05 18:41:00,51.516999999999996,16.172,1,4.7,7,18,True
726,2019-07-06 03:19:00,35.77,-117.59899999999999,0,7.1,7,3,False
727,2019-07-08 07:00:00,31.775,49.542,1,5.7,7,7,True
728,2019-07-09 12:37:00,6.8020000000000005,125.169,1,5.6,7,12,True
729,2019-07-14 09:10:00,-0.529,128.093,14,7.3,7,9,True
730,2019-07-26 23:37:00,20.807,121.986,9,6.0,7,23,True
731,2019-08-02 12:03:00,-7.267,104.825,8,6.9,8,12,True
732,2019-08-07 21:28:00,24.475,121.947,1,5.9,8,21,True
733,2019-09-07 22:42:00,29.573,105.064,1,5.1,9,22,True
734,2019-09-24 11:01:00,33.106,73.766,40,5.6,9,11,True
735,2019-09-25 23:46:00,-3.45,128.347,41,6.5,9,23,True
736,2019-09-26 10:59:00,40.89,28.173000000000002,1,5.7,9,10,True
737,2019-09-26 16:36:00,-40.816,-72.003,1,6.1,9,16,True
738,2019-09-29 15:57:00,-35.473,-73.16199999999999,1,6.7,9,15,True
739,2019-10-03 13:01:00,50.21,18.826,1,2.8,10,13,True
740,2019-10-06 05:25:00,32.891,73.66199999999999,1,3.6,10,5,True
741,2019-10-10 04:39:00,-3.65,128.216,1,5.0,10,4,True
742,2019-10-16 11:37:00,6.712000000000001,125.005,7,6.4,10,11,True
743,2019-10-29 01:04:00,6.8020000000000005,125.04,24,6.6,10,1,True
744,2019-10-31 01:11:00,6.9079999999999995,125.15299999999999,24,6.5,10,1,True
